age,workclass,native_country,marital_status,education_num,occupation,race,hours_per_week,income_bracket,dataframe
32, Private, United-States, Married-civ-spouse,9, Craft-repair, White,50, <=50K,training
25, Private, United-States, Married-civ-spouse,9, Craft-repair, White,45, <=50K,training
52, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,55, >50K,training
50, Private, United-States, Married-civ-spouse,9, Craft-repair, White,45, <=50K,training
45, Self-emp-inc, United-States, Married-civ-spouse,9, Craft-repair, White,50, >50K,training
27, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
54, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,60, >50K,training
47, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
30, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, <=50K,evaluation
48, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
31, Private, United-States, Married-civ-spouse,9, Other-service, White,40, <=50K,training
34, Private, United-States, Married-civ-spouse,9, Farming-fishing, Black,40, <=50K,training
39, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,evaluation
57, Local-gov, United-States, Married-civ-spouse,9, Transport-moving, White,25, >50K,training
47, Private, United-States, Married-civ-spouse,9, Other-service, White,34, <=50K,training
28, Private, Cuba, Married-civ-spouse,9, Sales, White,51, <=50K,training
44, Self-emp-not-inc, Japan, Married-civ-spouse,9, Farming-fishing, Asian-Pac-Islander,42, <=50K,training
30, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,62, <=50K,training
45, Private, Philippines, Married-civ-spouse,9, Other-service, Asian-Pac-Islander,40, <=50K,training
54, Private, United-States, Married-civ-spouse,9, Sales, White,50, >50K,evaluation
59, Private, United-States, Married-civ-spouse,9, Transport-moving, White,45, >50K,training
50, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, <=50K,training
31, Private, United-States, Married-civ-spouse,9, Transport-moving, White,50, <=50K,prediction
49, Private, United-States, Married-civ-spouse,9, Transport-moving, White,44, <=50K,training
30, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,44, <=50K,training
57, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
48, Private, United-States, Married-civ-spouse,9, Transport-moving, White,44, <=50K,training
27, Private, United-States, Married-civ-spouse,9, Craft-repair, White,48, <=50K,evaluation
31, Private, United-States, Married-civ-spouse,9, Craft-repair, White,65, <=50K,training
40, Self-emp-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,60, >50K,training
39, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, >50K,training
54, Local-gov, United-States, Married-civ-spouse,9, Transport-moving, White,40, <=50K,training
49, Local-gov, United-States, Married-civ-spouse,9, Protective-serv, White,40, >50K,training
39, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,evaluation
44, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,48, >50K,training
45, Local-gov, United-States, Married-civ-spouse,9, Protective-serv, White,78, >50K,training
32, Private, United-States, Married-civ-spouse,9, Craft-repair, White,48, <=50K,training
55, Local-gov, United-States, Married-civ-spouse,9, Transport-moving, White,44, <=50K,training
34, Private, Germany, Married-civ-spouse,9, Craft-repair, White,30, <=50K,prediction
49, Local-gov, United-States, Married-civ-spouse,9, Protective-serv, White,40, <=50K,evaluation
34, Private, United-States, Married-civ-spouse,9, Farming-fishing, White,50, <=50K,evaluation
27, Private, Laos, Married-civ-spouse,9, Machine-op-inspct, Asian-Pac-Islander,40, <=50K,training
31, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,training
48, Private, United-States, Married-civ-spouse,9, Craft-repair, White,44, >50K,training
56, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
42, Private, ?, Married-civ-spouse,9, Craft-repair, White,40, >50K,training
36, ?, United-States, Married-civ-spouse,9, ?, Black,40, <=50K,training
44, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,40, <=50K,training
67, Self-emp-inc, United-States, Married-civ-spouse,9, Transport-moving, White,40, <=50K,training
39, Private, United-States, Married-civ-spouse,9, Farming-fishing, White,24, <=50K,training
47, Private, United-States, Married-civ-spouse,9, Sales, White,45, >50K,training
29, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
39, Federal-gov, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,prediction
24, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,40, <=50K,training
45, Self-emp-not-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,25, <=50K,training
54, ?, United-States, Married-civ-spouse,9, ?, White,40, <=50K,training
52, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, Black,48, <=50K,training
39, Private, United-States, Married-civ-spouse,9, Other-service, White,60, >50K,training
53, Private, Jamaica, Married-civ-spouse,9, Craft-repair, Black,40, <=50K,training
46, Self-emp-inc, United-States, Married-civ-spouse,9, Sales, White,50, >50K,training
31, Private, United-States, Married-civ-spouse,9, Farming-fishing, White,40, <=50K,evaluation
68, ?, United-States, Married-civ-spouse,9, ?, White,45, <=50K,training
63, ?, United-States, Married-civ-spouse,9, ?, White,4, <=50K,training
30, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
63, Private, ?, Married-civ-spouse,9, Sales, White,48, <=50K,evaluation
41, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, >50K,training
54, Private, United-States, Married-civ-spouse,9, Sales, White,40, <=50K,training
66, Local-gov, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
42, State-gov, United-States, Married-civ-spouse,9, Exec-managerial, White,40, >50K,training
24, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, Black,70, <=50K,training
36, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, >50K,prediction
56, Private, United-States, Married-civ-spouse,9, Prof-specialty, White,40, <=50K,training
39, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
50, Private, Poland, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
51, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,48, <=50K,prediction
68, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,40, <=50K,training
36, Private, United-States, Married-civ-spouse,9, Other-service, White,50, <=50K,training
33, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
44, Self-emp-not-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,84, <=50K,training
38, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
62, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, >50K,training
55, Self-emp-not-inc, United-States, Married-civ-spouse,9, Other-service, White,40, <=50K,training
50, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,prediction
41, Self-emp-inc, United-States, Married-civ-spouse,9, Sales, White,55, >50K,training
28, Self-emp-inc, United-States, Married-civ-spouse,9, Sales, Black,40, >50K,training
56, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, <=50K,training
38, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, <=50K,evaluation
38, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, <=50K,training
47, Private, United-States, Married-civ-spouse,9, Transport-moving, White,55, >50K,training
35, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,50, <=50K,training
26, Private, Mexico, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
48, Private, United-States, Married-civ-spouse,9, Craft-repair, White,70, >50K,training
36, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,70, <=50K,training
41, Private, United-States, Married-civ-spouse,9, Transport-moving, White,45, >50K,training
50, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,84, <=50K,training
58, Self-emp-not-inc, United-States, Married-civ-spouse,9, Sales, White,72, >50K,training
39, Private, United-States, Married-civ-spouse,9, Craft-repair, White,45, <=50K,training
23, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, Black,45, <=50K,training
27, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, <=50K,training
53, Private, United-States, Married-civ-spouse,9, Craft-repair, White,52, >50K,evaluation
39, Private, United-States, Married-civ-spouse,9, Sales, White,40, <=50K,training
30, Self-emp-not-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,75, <=50K,training
58, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,training
59, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,45, >50K,prediction
47, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, <=50K,training
62, Federal-gov, United-States, Married-civ-spouse,9, Adm-clerical, White,38, <=50K,training
28, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,prediction
62, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,35, <=50K,prediction
21, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
53, Self-emp-not-inc, United-States, Married-civ-spouse,9, Sales, White,70, <=50K,training
26, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,50, <=50K,training
28, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,50, <=50K,training
51, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, >50K,training
24, Private, Thailand, Married-civ-spouse,9, Protective-serv, Asian-Pac-Islander,40, <=50K,training
32, Private, United-States, Married-civ-spouse,9, Craft-repair, White,50, <=50K,evaluation
48, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
74, Self-emp-not-inc, United-States, Married-civ-spouse,9, Sales, White,55, <=50K,prediction
54, Local-gov, United-States, Married-civ-spouse,9, Farming-fishing, White,40, <=50K,training
39, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,48, >50K,evaluation
28, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,evaluation
49, Local-gov, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,prediction
58, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,50, <=50K,training
48, Private, United-States, Married-civ-spouse,9, Sales, White,15, <=50K,prediction
55, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,training
45, Private, United-States, Married-civ-spouse,9, Other-service, White,40, <=50K,training
40, Private, United-States, Married-civ-spouse,9, Craft-repair, White,50, <=50K,training
22, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
51, Private, United-States, Married-civ-spouse,9, Transport-moving, White,50, >50K,training
38, Self-emp-not-inc, United-States, Married-civ-spouse,9, Tech-support, White,50, <=50K,training
65, ?, United-States, Married-civ-spouse,9, ?, White,25, <=50K,prediction
44, Private, Mexico, Married-civ-spouse,9, Exec-managerial, White,40, <=50K,training
57, State-gov, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
35, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,45, <=50K,evaluation
23, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,54, <=50K,training
41, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, >50K,evaluation
34, Private, United-States, Married-civ-spouse,9, Transport-moving, White,45, <=50K,training
51, Private, United-States, Married-civ-spouse,9, Protective-serv, White,40, <=50K,training
50, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,training
43, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
27, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
33, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, <=50K,training
55, Private, United-States, Married-civ-spouse,9, Transport-moving, White,32, <=50K,training
50, Private, United-States, Married-civ-spouse,9, Exec-managerial, Black,55, >50K,training
51, Private, United-States, Married-civ-spouse,9, Transport-moving, White,50, <=50K,training
47, Private, United-States, Married-civ-spouse,9, Sales, White,45, >50K,training
60, Local-gov, United-States, Married-civ-spouse,9, Other-service, White,40, <=50K,training
56, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,training
70, Private, United-States, Married-civ-spouse,9, Sales, White,40, <=50K,prediction
51, Private, United-States, Married-civ-spouse,9, Prof-specialty, White,40, <=50K,training
47, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
26, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,45, <=50K,training
54, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,training
32, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, Black,40, <=50K,training
52, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, Black,40, >50K,training
43, Federal-gov, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
29, Private, United-States, Married-civ-spouse,9, Craft-repair, White,45, <=50K,training
52, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,48, <=50K,training
40, Private, United-States, Married-civ-spouse,9, Sales, White,60, <=50K,training
